iid,gender,condtn,match,age,field,field_cd,race,imprace,imprelig,income,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum
75,1,1,0,24,law,1,6,3,3,"40,753.00",5,3,attorney,1,8,2,8,7,7,7,7,5,9,8,8,5,7,6,8,5,5,5,1
75,1,1,0,24,law,1,6,3,3,"40,753.00",5,3,attorney,1,8,2,8,7,7,7,7,5,9,8,8,5,7,6,8,5,5,5,1
75,1,1,0,24,law,1,6,3,3,"40,753.00",5,3,attorney,1,8,2,8,7,7,7,7,5,9,8,8,5,7,6,8,5,5,5,1
75,1,1,0,24,law,1,6,3,3,"40,753.00",5,3,attorney,1,8,2,8,7,7,7,7,5,9,8,8,5,7,6,8,5,5,5,1
75,1,1,1,24,law,1,6,3,3,"40,753.00",5,3,attorney,1,8,2,8,7,7,7,7,5,9,8,8,5,7,6,8,5,5,5,1
75,1,1,0,24,law,1,6,3,3,"40,753.00",5,3,attorney,1,8,2,8,7,7,7,7,5,9,8,8,5,7,6,8,5,5,5,1
75,1,1,0,24,law,1,6,3,3,"40,753.00",5,3,attorney,1,8,2,8,7,7,7,7,5,9,8,8,5,7,6,8,5,5,5,1
75,1,1,1,24,law,1,6,3,3,"40,753.00",5,3,attorney,1,8,2,8,7,7,7,7,5,9,8,8,5,7,6,8,5,5,5,1
75,1,1,0,24,law,1,6,3,3,"40,753.00",5,3,attorney,1,8,2,8,7,7,7,7,5,9,8,8,5,7,6,8,5,5,5,1
76,0,2,1,34,Classics,6,2,5,7,"38,207.00",7,2,teacher,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4
76,0,2,0,34,Classics,6,2,5,7,"38,207.00",7,2,teacher,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4
76,0,2,0,34,Classics,6,2,5,7,"38,207.00",7,2,teacher,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4
76,0,2,0,34,Classics,6,2,5,7,"38,207.00",7,2,teacher,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4
76,0,2,0,34,Classics,6,2,5,7,"38,207.00",7,2,teacher,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4
76,0,2,0,34,Classics,6,2,5,7,"38,207.00",7,2,teacher,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4
76,0,2,0,34,Classics,6,2,5,7,"38,207.00",7,2,teacher,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4
76,0,2,0,34,Classics,6,2,5,7,"38,207.00",7,2,teacher,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4
76,0,2,0,34,Classics,6,2,5,7,"38,207.00",7,2,teacher,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4
76,0,2,0,34,Classics,6,2,5,7,"38,207.00",7,2,teacher,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4
76,0,2,0,34,Classics,6,2,5,7,"38,207.00",7,2,teacher,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4
76,0,2,1,34,Classics,6,2,5,7,"38,207.00",7,2,teacher,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4
76,0,2,0,34,Classics,6,2,5,7,"38,207.00",7,2,teacher,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4
76,0,2,1,34,Classics,6,2,5,7,"38,207.00",7,2,teacher,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4
76,0,2,0,34,Classics,6,2,5,7,"38,207.00",7,2,teacher,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4
76,0,2,1,34,Classics,6,2,5,7,"38,207.00",7,2,teacher,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4
76,0,2,1,34,Classics,6,2,5,7,"38,207.00",7,2,teacher,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4
76,0,2,0,34,Classics,6,2,5,7,"38,207.00",7,2,teacher,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4
77,0,2,1,22,Social Work,11,2,2,2,"46,166.00",4,2,Social Worker,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,6,4
77,0,2,0,22,Social Work,11,2,2,2,"46,166.00",4,2,Social Worker,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,6,4
77,0,2,0,22,Social Work,11,2,2,2,"46,166.00",4,2,Social Worker,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,6,4
77,0,2,1,22,Social Work,11,2,2,2,"46,166.00",4,2,Social Worker,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,6,4
77,0,2,1,22,Social Work,11,2,2,2,"46,166.00",4,2,Social Worker,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,6,4
77,0,2,1,22,Social Work,11,2,2,2,"46,166.00",4,2,Social Worker,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,6,4
77,0,2,0,22,Social Work,11,2,2,2,"46,166.00",4,2,Social Worker,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,6,4
77,0,2,0,22,Social Work,11,2,2,2,"46,166.00",4,2,Social Worker,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,6,4
77,0,2,0,22,Social Work,11,2,2,2,"46,166.00",4,2,Social Worker,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,6,4
77,0,2,0,22,Social Work,11,2,2,2,"46,166.00",4,2,Social Worker,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,6,4
77,0,2,0,22,Social Work,11,2,2,2,"46,166.00",4,2,Social Worker,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,6,4
77,0,2,1,22,Social Work,11,2,2,2,"46,166.00",4,2,Social Worker,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,6,4
77,0,2,0,22,Social Work,11,2,2,2,"46,166.00",4,2,Social Worker,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,6,4
77,0,2,1,22,Social Work,11,2,2,2,"46,166.00",4,2,Social Worker,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,6,4
77,0,2,0,22,Social Work,11,2,2,2,"46,166.00",4,2,Social Worker,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,6,4
77,0,2,0,22,Social Work,11,2,2,2,"46,166.00",4,2,Social Worker,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,6,4
77,0,2,0,22,Social Work,11,2,2,2,"46,166.00",4,2,Social Worker,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,6,4
77,0,2,0,22,Social Work,11,2,2,2,"46,166.00",4,2,Social Worker,11,7,1,10,9,9,9,8,3,6,6,6,8,8,10,10,7,9,6,4
78,0,2,0,23,Social Work,11,3,1,4,"30,973.00",7,3,Counseling Adolescents,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0
78,0,2,0,23,Social Work,11,3,1,4,"30,973.00",7,3,Counseling Adolescents,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0
78,0,2,0,23,Social Work,11,3,1,4,"30,973.00",7,3,Counseling Adolescents,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0
78,0,2,0,23,Social Work,11,3,1,4,"30,973.00",7,3,Counseling Adolescents,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0
78,0,2,0,23,Social Work,11,3,1,4,"30,973.00",7,3,Counseling Adolescents,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0
78,0,2,0,23,Social Work,11,3,1,4,"30,973.00",7,3,Counseling Adolescents,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0
78,0,2,0,23,Social Work,11,3,1,4,"30,973.00",7,3,Counseling Adolescents,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0
78,0,2,0,23,Social Work,11,3,1,4,"30,973.00",7,3,Counseling Adolescents,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0
78,0,2,0,23,Social Work,11,3,1,4,"30,973.00",7,3,Counseling Adolescents,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0
78,0,2,0,23,Social Work,11,3,1,4,"30,973.00",7,3,Counseling Adolescents,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0
78,0,2,0,23,Social Work,11,3,1,4,"30,973.00",7,3,Counseling Adolescents,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0
78,0,2,0,23,Social Work,11,3,1,4,"30,973.00",7,3,Counseling Adolescents,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0
78,0,2,1,23,Social Work,11,3,1,4,"30,973.00",7,3,Counseling Adolescents,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0
78,0,2,1,23,Social Work,11,3,1,4,"30,973.00",7,3,Counseling Adolescents,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0
78,0,2,0,23,Social Work,11,3,1,4,"30,973.00",7,3,Counseling Adolescents,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0
78,0,2,1,23,Social Work,11,3,1,4,"30,973.00",7,3,Counseling Adolescents,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0
78,0,2,0,23,Social Work,11,3,1,4,"30,973.00",7,3,Counseling Adolescents,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0
78,0,2,0,23,Social Work,11,3,1,4,"30,973.00",7,3,Counseling Adolescents,11,5,1,7,7,9,5,9,1,3,9,3,9,9,9,7,5,10,7,0
79,0,2,0,26,Operations Research (SEAS),5,4,8,8,,7,1,Operations Research,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3
79,0,2,0,26,Operations Research (SEAS),5,4,8,8,,7,1,Operations Research,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3
79,0,2,0,26,Operations Research (SEAS),5,4,8,8,,7,1,Operations Research,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3
79,0,2,0,26,Operations Research (SEAS),5,4,8,8,,7,1,Operations Research,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3
79,0,2,0,26,Operations Research (SEAS),5,4,8,8,,7,1,Operations Research,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3
79,0,2,0,26,Operations Research (SEAS),5,4,8,8,,7,1,Operations Research,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3
79,0,2,0,26,Operations Research (SEAS),5,4,8,8,,7,1,Operations Research,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3
79,0,2,0,26,Operations Research (SEAS),5,4,8,8,,7,1,Operations Research,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3
79,0,2,0,26,Operations Research (SEAS),5,4,8,8,,7,1,Operations Research,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3
79,0,2,0,26,Operations Research (SEAS),5,4,8,8,,7,1,Operations Research,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3
79,0,2,1,26,Operations Research (SEAS),5,4,8,8,,7,1,Operations Research,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3
79,0,2,0,26,Operations Research (SEAS),5,4,8,8,,7,1,Operations Research,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3
79,0,2,0,26,Operations Research (SEAS),5,4,8,8,,7,1,Operations Research,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3
79,0,2,1,26,Operations Research (SEAS),5,4,8,8,,7,1,Operations Research,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3
79,0,2,1,26,Operations Research (SEAS),5,4,8,8,,7,1,Operations Research,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3
79,0,2,0,26,Operations Research (SEAS),5,4,8,8,,7,1,Operations Research,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3
79,0,2,0,26,Operations Research (SEAS),5,4,8,8,,7,1,Operations Research,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3
79,0,2,0,26,Operations Research (SEAS),5,4,8,8,,7,1,Operations Research,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3
80,0,2,0,27,chemistry,10,4,3,1,,5,4,industrial scientist,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,7,10
80,0,2,0,27,chemistry,10,4,3,1,,5,4,industrial scientist,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,7,10
80,0,2,0,27,chemistry,10,4,3,1,,5,4,industrial scientist,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,7,10
80,0,2,0,27,chemistry,10,4,3,1,,5,4,industrial scientist,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,7,10
80,0,2,0,27,chemistry,10,4,3,1,,5,4,industrial scientist,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,7,10
80,0,2,0,27,chemistry,10,4,3,1,,5,4,industrial scientist,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,7,10
80,0,2,0,27,chemistry,10,4,3,1,,5,4,industrial scientist,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,7,10
80,0,2,0,27,chemistry,10,4,3,1,,5,4,industrial scientist,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,7,10
80,0,2,1,27,chemistry,10,4,3,1,,5,4,industrial scientist,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,7,10
80,0,2,0,27,chemistry,10,4,3,1,,5,4,industrial scientist,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,7,10
80,0,2,0,27,chemistry,10,4,3,1,,5,4,industrial scientist,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,7,10
80,0,2,1,27,chemistry,10,4,3,1,,5,4,industrial scientist,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,7,10
80,0,2,0,27,chemistry,10,4,3,1,,5,4,industrial scientist,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,7,10
80,0,2,0,27,chemistry,10,4,3,1,,5,4,industrial scientist,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,7,10
80,0,2,1,27,chemistry,10,4,3,1,,5,4,industrial scientist,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,7,10
80,0,2,0,27,chemistry,10,4,3,1,,5,4,industrial scientist,2,8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,7,10
81,0,2,0,28,Journalism,6,2,6,9,"28,317.00",5,2,Journalism,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,5,6
81,0,2,0,28,Journalism,6,2,6,9,"28,317.00",5,2,Journalism,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,5,6
81,0,2,0,28,Journalism,6,2,6,9,"28,317.00",5,2,Journalism,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,5,6
81,0,2,0,28,Journalism,6,2,6,9,"28,317.00",5,2,Journalism,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,5,6
81,0,2,0,28,Journalism,6,2,6,9,"28,317.00",5,2,Journalism,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,5,6
81,0,2,1,28,Journalism,6,2,6,9,"28,317.00",5,2,Journalism,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,5,6
81,0,2,0,28,Journalism,6,2,6,9,"28,317.00",5,2,Journalism,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,5,6
81,0,2,0,28,Journalism,6,2,6,9,"28,317.00",5,2,Journalism,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,5,6
81,0,2,0,28,Journalism,6,2,6,9,"28,317.00",5,2,Journalism,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,5,6
81,0,2,0,28,Journalism,6,2,6,9,"28,317.00",5,2,Journalism,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,5,6
81,0,2,1,28,Journalism,6,2,6,9,"28,317.00",5,2,Journalism,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,5,6
81,0,2,0,28,Journalism,6,2,6,9,"28,317.00",5,2,Journalism,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,5,6
81,0,2,0,28,Journalism,6,2,6,9,"28,317.00",5,2,Journalism,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,5,6
81,0,2,0,28,Journalism,6,2,6,9,"28,317.00",5,2,Journalism,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,5,6
81,0,2,1,28,Journalism,6,2,6,9,"28,317.00",5,2,Journalism,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,5,6
81,0,2,0,28,Journalism,6,2,6,9,"28,317.00",5,2,Journalism,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,5,6
81,0,2,0,28,Journalism,6,2,6,9,"28,317.00",5,2,Journalism,6,6,2,7,9,9,7,7,1,7,7,7,9,9,7,7,7,4,5,6
82,0,2,1,25,Elementary/Childhood Education (MA),9,6,2,7,"26,645.00",3,2,teaching and then...,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,7,2
82,0,2,0,25,Elementary/Childhood Education (MA),9,6,2,7,"26,645.00",3,2,teaching and then...,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,7,2
82,0,2,0,25,Elementary/Childhood Education (MA),9,6,2,7,"26,645.00",3,2,teaching and then...,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,7,2
82,0,2,0,25,Elementary/Childhood Education (MA),9,6,2,7,"26,645.00",3,2,teaching and then...,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,7,2
82,0,2,0,25,Elementary/Childhood Education (MA),9,6,2,7,"26,645.00",3,2,teaching and then...,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,7,2
82,0,2,1,25,Elementary/Childhood Education (MA),9,6,2,7,"26,645.00",3,2,teaching and then...,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,7,2
82,0,2,0,25,Elementary/Childhood Education (MA),9,6,2,7,"26,645.00",3,2,teaching and then...,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,7,2
82,0,2,0,25,Elementary/Childhood Education (MA),9,6,2,7,"26,645.00",3,2,teaching and then...,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,7,2
82,0,2,0,25,Elementary/Childhood Education (MA),9,6,2,7,"26,645.00",3,2,teaching and then...,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,7,2
82,0,2,0,25,Elementary/Childhood Education (MA),9,6,2,7,"26,645.00",3,2,teaching and then...,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,7,2
82,0,2,0,25,Elementary/Childhood Education (MA),9,6,2,7,"26,645.00",3,2,teaching and then...,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,7,2
82,0,2,1,25,Elementary/Childhood Education (MA),9,6,2,7,"26,645.00",3,2,teaching and then...,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,7,2
82,0,2,0,25,Elementary/Childhood Education (MA),9,6,2,7,"26,645.00",3,2,teaching and then...,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,7,2
82,0,2,1,25,Elementary/Childhood Education (MA),9,6,2,7,"26,645.00",3,2,teaching and then...,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,7,2
82,0,2,0,25,Elementary/Childhood Education (MA),9,6,2,7,"26,645.00",3,2,teaching and then...,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,7,2
82,0,2,0,25,Elementary/Childhood Education (MA),9,6,2,7,"26,645.00",3,2,teaching and then...,2,5,5,5,8,9,10,9,1,7,8,6,8,8,8,9,6,7,7,2
83,0,2,0,35,Economics,8,3,1,5,,6,1,Economic research,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,6,3
83,0,2,0,35,Economics,8,3,1,5,,6,1,Economic research,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,6,3
83,0,2,0,35,Economics,8,3,1,5,,6,1,Economic research,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,6,3
83,0,2,0,35,Economics,8,3,1,5,,6,1,Economic research,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,6,3
83,0,2,0,35,Economics,8,3,1,5,,6,1,Economic research,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,6,3
83,0,2,1,35,Economics,8,3,1,5,,6,1,Economic research,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,6,3
83,0,2,0,35,Economics,8,3,1,5,,6,1,Economic research,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,6,3
83,0,2,0,35,Economics,8,3,1,5,,6,1,Economic research,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,6,3
83,0,2,0,35,Economics,8,3,1,5,,6,1,Economic research,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,6,3
83,0,2,0,35,Economics,8,3,1,5,,6,1,Economic research,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,6,3
83,0,2,0,35,Economics,8,3,1,5,,6,1,Economic research,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,6,3
83,0,2,0,35,Economics,8,3,1,5,,6,1,Economic research,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,6,3
83,0,2,1,35,Economics,8,3,1,5,,6,1,Economic research,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,6,3
83,0,2,0,35,Economics,8,3,1,5,,6,1,Economic research,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,6,3
83,0,2,0,35,Economics,8,3,1,5,,6,1,Economic research,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,6,3
83,0,2,0,35,Economics,8,3,1,5,,6,1,Economic research,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,6,3
83,0,2,0,35,Economics,8,3,1,5,,6,1,Economic research,7,5,1,3,5,7,8,3,1,6,8,3,7,8,7,8,4,7,6,3
84,0,2,0,32,microbiology,10,3,1,1,,4,1,pharmaceuticals,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,7,5
84,0,2,0,32,microbiology,10,3,1,1,,4,1,pharmaceuticals,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,7,5
84,0,2,0,32,microbiology,10,3,1,1,,4,1,pharmaceuticals,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,7,5
84,0,2,0,32,microbiology,10,3,1,1,,4,1,pharmaceuticals,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,7,5
84,0,2,0,32,microbiology,10,3,1,1,,4,1,pharmaceuticals,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,7,5
84,0,2,0,32,microbiology,10,3,1,1,,4,1,pharmaceuticals,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,7,5
84,0,2,0,32,microbiology,10,3,1,1,,4,1,pharmaceuticals,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,7,5
84,0,2,0,32,microbiology,10,3,1,1,,4,1,pharmaceuticals,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,7,5
84,0,2,0,32,microbiology,10,3,1,1,,4,1,pharmaceuticals,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,7,5
84,0,2,0,32,microbiology,10,3,1,1,,4,1,pharmaceuticals,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,7,5
84,0,2,1,32,microbiology,10,3,1,1,,4,1,pharmaceuticals,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,7,5
84,0,2,0,32,microbiology,10,3,1,1,,4,1,pharmaceuticals,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,7,5
84,0,2,0,32,microbiology,10,3,1,1,,4,1,pharmaceuticals,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,7,5
84,0,2,1,32,microbiology,10,3,1,1,,4,1,pharmaceuticals,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,7,5
84,0,2,0,32,microbiology,10,3,1,1,,4,1,pharmaceuticals,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,7,5
84,0,2,0,32,microbiology,10,3,1,1,,4,1,pharmaceuticals,4,7,1,9,9,9,9,3,1,9,9,1,9,10,9,9,5,5,7,5
85,0,2,0,30,Masters of Social Work,11,2,3,5,"25,589.00",6,4,Social Services/ Policy,9,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,4,4
85,0,2,0,30,Masters of Social Work,11,2,3,5,"25,589.00",6,4,Social Services/ Policy,9,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,4,4
85,0,2,0,30,Masters of Social Work,11,2,3,5,"25,589.00",6,4,Social Services/ Policy,9,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,4,4
85,0,2,0,30,Masters of Social Work,11,2,3,5,"25,589.00",6,4,Social Services/ Policy,9,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,4,4
85,0,2,0,30,Masters of Social Work,11,2,3,5,"25,589.00",6,4,Social Services/ Policy,9,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,4,4
85,0,2,0,30,Masters of Social Work,11,2,3,5,"25,589.00",6,4,Social Services/ Policy,9,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,4,4
85,0,2,0,30,Masters of Social Work,11,2,3,5,"25,589.00",6,4,Social Services/ Policy,9,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,4,4
85,0,2,0,30,Masters of Social Work,11,2,3,5,"25,589.00",6,4,Social Services/ Policy,9,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,4,4
85,0,2,0,30,Masters of Social Work,11,2,3,5,"25,589.00",6,4,Social Services/ Policy,9,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,4,4
85,0,2,0,30,Masters of Social Work,11,2,3,5,"25,589.00",6,4,Social Services/ Policy,9,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,4,4
85,0,2,0,30,Masters of Social Work,11,2,3,5,"25,589.00",6,4,Social Services/ Policy,9,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,4,4
